document	label
어떤 모임에서 술좌석을 벌이고 여자를 포옹할 일이 있다.	0
어떤 기관의 실무자나 협조자가 자기에게 일을 맡긴다.	0
어떤 기관의 간판 또는 칭호가 새롭게 바뀌게 된다.	0
어떤 기관의 간판 또는 칭호가 새롭게 바뀐다.	0
미혼자는 여러 군데에서 혼담이 들어오지만, 썩 마음에 내키지 않는다.	0
미혼녀는 결혼하거나 취직이 된다.	0
직장에서 상사에게 잘못을 지적 받고 책망 받는다.	0
고시, 취직, 입사 등에서 실패한다.	0
어떤 지도자나 학자와 접하거나, 감명 깊은 책을 읽는다.	0
자신의 일을 제 자를 통해서 어떤 기관에 소청할 일이 있다.	0
자기의 작품을 발표하거나 남을 설득할 일이 있다.	0
실제 인물이거나 상급자 등과 상담할 일이 생긴다.	0
윗사람에게 책망을 듣거나 기분 나쁜 일이 생긴다.	0
많은 사람이 자기를 따르게 되고 심복을 만들 수 있다.	0
사단장과 부사단장, 대대장 등과 접할 일이 생긴다.	0
부랑아, 천박한 사람, 신의 없는 삶 등과 관련된 일이 발생한다.	0
일이 독단적으로 풀리지 않고 협조자에 의해서 풀린다.	0
많은 사람이 자기 뜻대로 따라 주거나, 자기가 연구 과제를 발표한다.	0
제자, 일거리, 실제로 만나게 될 사람, 다른 사람의 동일시 등을 뜻한다.	0
자기 아닌 또 하나의 자아를 발견한다.	0
자기와 비슷한 사람을 만나거나, 현재의 주변 인물을 뜻한다.	0
혼자서 외롭게 결정해야 할 일이 생긴다.	0
현재 다니고 있는 회사에서 실직하여 남에게 취직을 부탁하게 된다.	0
어떤 일을 자기 혼자 해결해야 하는 입장이다.	0
여러 사람이 협력해서 처리해야 할 일이 생긴다.	0
남이 하고 있는 일에 참여하고 싶지만, 여건이 맞지 않아 그저 바라보기만 할 일이 발생한다.	0
동창회 등 많은 사람들이 모이는 모임에 참석하게 된다.	0
어떤 일을 진행하면 큰 성과를 얻는다.	0
누구에게 부탁을 받거나, 반대로 부탁할 일이 생기게 된다.	0
교활한 계교에 빠지거나, 누가 명령한 일에 복종한 후 정신적으로 시달리게 된다.	0
어떤 일을 하든 결과는 헛수고가 되어 심한 불쾌감을 경험하게 된다.	0
유명인사나 어떤 회사의 간부사원에게 취직 청탁을 할 기회가 주어진다.	0
책임질 일이 생기고, 남과 상의해서 일을 추진하면 결과가 좋게 나타난다.	0
무슨 일을 하든 중심에 들지 못하고, 수박 겉핥기 식으로 사소한 곳에만 정신을 집중하게 된다.	0
심한 파벌체제로 운영되어 오던 어떤 단체가 결합하는데 크게 기여하거나, 가벼운 감기증세를 앓는다.	0
입시, 취직시험 등에 낙방하며, 무슨 일을 하든 계획에 차질이 생기게 된다.	0
혼담이나 계약 등이 시원스럽게 이루어지거나, 여러 사람이 모여 무슨 일을 의논해도 의견이 일치된다.	0
저명인사나 문학단체에서 행하는 파티나 세미나 등에 초대 받을 일이 생긴다.	0
혼담에 좋지 않은 문제가 생기거나, 사업상의 일에도 서로 의견충돌이 발생하여 불이익을 당하게 된다.	0
일거리가 쇄도하며 많은 재물이 생겨 저축을 하게 된다.	0
외교적 또는 영업적인 일을 하거나, 외근을 해야 하는 부서로 발령을 받는다.	0
자신이 제시한 의견이나 아이디어 등이 좋은 평판을 받게 된다.	0
빚 보증을 섰던 일에 사고가 생겨 빚을 책임지게 되거나, 심하게 창피 당할 일이 생긴다.	0
어떤 사람과 똑같은 일을 하여 상대방은 후한 대접을 받는데, 자신은 그 반대되는 일을 경험하게 된다.	0
사랑하고 싶은 이성을 만나지만 상대방이 냉담한 반응을 보여 짝사랑으로 끝나게 된다.	0
진급을 하거나, 남보다 우수한 사람으로 평가 받게 된다.	0
자신이 한 일에 만족을 느끼며, 상부나 관공서에 부탁한 일이 잘 처리된다.	0
작품을 만들거나 일을 해도 좋은 기분으로 하며, 그 일의 결과에 많은 사람들이 감탄하게 된다.	0
자기와 관련된 소문이 떠돌아다니게 되며, 그 일로 인하여 많은 것을 생각하게 된다.	0
자신의 실력을 세상에 널리 알릴 기회가 찾아온다.	0
무슨 일을 하든 기분 좋게 처리되며, 그로 말미암아 자신의 능력을 인정 받는다	0
사업자금이 충분하게 마련되거나, 세상이 깜짝 놀랄 일을 저지른다.	0
사업자금으로 마련했던 돈을 예상 밖의 일에 사용하게 된다.	0
미진하던 혼담이 급작스럽게 성사되거나, 상대방에 대한 나쁜 감정이 해소된다.	0
예상치 못한 걱정거리가 생긴다.	0
자신 있게 처리했던 일의 일부분이 잘못되어 노출된다.	0
활동적이고 추진력이 요망되는 직업을 얻는다.	0
서류 상으로 어떤 통지나 편지를 받는 일이 있다.	0
자신과 관련 있는 어떤 일이 이루어진다.	0
전혀 기대하지 않았던 일이 이루어지거나, 미궁에 빠진 일의 실마리가 풀리게 된다.	0
정신적인 안정과 물질적인 부를 누리게 되고 계획했던 일을 착수하게 된다.	0
자신이 TV, 라디오 등에 출연하게 되거나 매스컴을 타게 된다.	0
자신이 없었던 일, 꺼려했던 일이 잘 해결된다.	0
물질적인 만족은 얻지 못하지만, 정신적인 만족감을 맛볼 일을 처리하게 된다.	0
직장이나 자기와 관련된 사업장에서 평소 생각했던 문제가 성사된다.	0
하는 일마다 실패를 거듭하지만, 가까운 시일 내에 기관의 협조를 받아 세상 사람들이 놀랄만한 일을 성사해 명성을 얻는다.	0
권력층 사람이나 자기보다 윗사람에게 부탁할 일이 생긴다.	0
자기의 사업과 관계된 기관에 청탁할 일이 생긴다.	0
결혼식이 연기되거나 집안의 대사를 연기해야 할 일이 발생한다.	0
어느 기관에 부탁한 일이 마무리되거나, 아니면 취소되는 등 확실한 결말을 본다.	0
그 숫자가 많으면 많을수록 꿈속의 망자를 숭상하거나, 생전에 그의 정신을 기리는 사람이 많아지게 된다.	0
자기를 도와주려는 사람이나 평소 가깝게 지내던 사람에게 부탁할 일이 생긴다.	0
개인의 힘으로는 도저히 해결할 수 없었던 일을 정부의 도움으로 해결한다.	0
꿈속의 초상집에 슬픈 사건이나 경사가 일어나 많은 사람들이 모이게 된다.	0
생애 최고의 명예가 될 일과 부딪히는 즐거움이 생긴다.	0
먼 곳까지 소문날 정도로 사업이 번창하거나 좋은 일이 생긴다.	0
사람들의 입에 오르내릴 만큼 많은 재물을 얻게 된다.	0
사업이 번창해지고 자신이 한 말에 많은 사람들이 감명을 받는다.	0
현상공모에 응모한 작품이 입상했다는 소식을 듣게 된다.	0
부부간 이혼을 전제로 한 상의를 하거나, 사기를 당해 큰 손해를 입는다.	0
심혈을 기울여 완성해 놓은 일을 되새기거나, 작품을 감상하며 기뻐해 할 일이 생긴다.	0
동업을 했다 헤어졌던 사람이 나타나 심적 부담을 준다.	0
조상으로부터 유산을 상속 받거나 승진을 하게 된다.	0
획기적인 일이 일어났는데도 당연한 것처럼 행동해 남들로부터 손가락질을 받는다.	0
성공 직전까지 간 일이 한 순간에 수포로 돌아가고, 발전하던 사업도 원점으로 돌아온다.	0
사업을 하던 도중에 어떤 일이 잘 풀려서 목돈이 들어오게 된다.	0
어떤 일을 했을 때 좋은 성과를 얻거나, 값비싼 물건을 관리할 일이 생긴다.	0
자기가 발표한 의견이나 작품이 사람들에게 감명을 주거나, 자신으로 인하여 획기적이 일이 일어나게 된다.	0
재물이 생길 기회가 있으나 성사되지 않으며, 무슨 일을 하든 좋은 결과가 나타나지 않는다.	0
자기와 관련된 모든 일을 남에게 밝히기를 꺼려하며, 혼자만 비밀로 해둘 일이 생긴다.	0
거래회사에 근무하는 직원에게 많은 협조를 받는다.	0
회사에서 전근 발령을 받거나 오래 된 고옥으로 이사를 하는 일이 생긴다.	0
사업상 직접 거래를 하지 못하고, 중개인을 내세워야 할 일이 생기게 된다.	0
중요한 물건을 보관할 금고 등을 사들이거나 자기 혼자만의 비밀로 간직해야 할 일이 생기게 된다.	0
사회적인 유명인사나 손꼽히는 사업가와 인적관계를 상호 맺게 되고 따라서 자신의 위치도 올라가게 된다.	0
외국서적을 번역할 일거리를 얻거나, 회고록 등의 원고 청탁을 맡게 된다.	0
배경이 든든한 사람을 만나 사업상의 일을 의논한다.	0
은행의 융자를 통해서 금전적인 도움을 받거나, 종교적으로 정신적인 안정을 얻게 된다.	0
자기가 소원하고 있던 일이 뜻대로 이루어지지 않는다.	0
마음이 불쾌해지고 매사에 불만을 느끼게 된다.	0
여러 방면으로 상당한 자본을 취급하게 된다.	0
남에게 진 빚으로 고통을 받거나 창피를 당한다.	0
사업자금을 남에게 의지하거나, 작품 원고를 다시 쓸 일이 생긴다.	0
자기가 소망하는 일들이 뜻대로 이루어지지 않는다.	0
어떤 일에 관여하는데 자기가 바라고 있는 일은 이루어지지 않는다.	0
어떤 일을 하든지 자기의 소원이 충족되지 않는다.	0
여러 기관을 물색한 다음 한 곳에서 자기의 소원을 충족시킨다.	0
자기에게 큰 권세가 주어지거나, 자기 사상을 남에게 강력히 주장한다.	0
어떤 잡지사에 문필가는 작품을 투고하고, 사업가는 일의 성과를 올린다.	0
어떤 언론, 출판사에서 자기와 관련 있는 기사거리를 읽게 된다.	0
남이 어떤 소원을 충족하는 것을 보거나, 남의 작품이 매스컴에 발표된 것을 접한다.	0
여러 방면으로 자기에게 손실 있는 일이 발생한다.	0
자기의 일이 성사되지만 왠지 불안하다.	0
상대방이 횡사한 것을 보거나, 소식을 듣는다.	0
재물의 손실이 생기거나, 계약이 취소된다.	0
위대한 학자나 진리를 탐구하는 사람이 펴는 참된 교리나 지식을 얻는다.	0
사회적 또는 집안 일로 얻어진 막대한 재물을 취급하게 된다.	0
상대에게 돈을 요구할 일이 있거나, 남의 사업을 거들어 재물이 생긴다.	0
여러 방면으로 남에게 피해를 입게 된다.	0
진리, 사상 등으로 많은 사람들을 지도하여 감동을 받는다.	0
자기가 소원하던 일이 성취되어 재물이 생기거나, 많은 사람에게 감동을 준다.	0
진리가 담겨있는 책을 읽고 감동하게 된다.	0
자기의 일이 성사되거나 재물이 만족스럽게 모인다.	0
상대에게 불만을 갖게 되고 불쾌한 감정이 생긴다.	0
자기가 소원한 일이 성사되더라도 마음 한 구석에는 불쾌한 감정을 가진다.	0
매사에 의욕을 잃거나 기력이 쇠퇴하여 근심 걱정이 생긴다.	0
여러 방면에서 손실을 가져오게 된다.	0
제자와 계약한 일이 뜻대로 성사된다.	0
여러 방면에서 재물이 많이 생긴다는 암시이다.	0
어떤 일을 시작하는데 상당한 시일이 걸린다.	0
어떤 일의 시작, 애정의 표현, 평화 등을 상징하며, 그와 관계되는 일이 변동수가 있다.	0
미개척 분야에 희망을 주거나 진리를 펴라고 인도해준다.	0
어떤 일의 전망과 성사 여부가 쉽게 결정 나지 않는다.	0
형태는 같아도 서로 성격이 다른 일에 관련된다.	0
현재 하는 일의 결말을 보기 위해서는 상당한 시일이 경과된다는 암시이다.	0
멋 훗날이나 가까운 장래의 일을 나타낸다.	0
시행하고 있는 일이 결말의 단계까지 이르렀음을 뜻한다.	0
어떤 일에서 상당한 시일의 경과를 뜻한다.	0
어떤 일이 상당한 시일의 경과를 뜻한다.	0
상대방과 의견 대립으로 말다툼이 있으며 일에 대한 방해가 생긴다.	0
일의 순서를 정상적으로 밟으면서 시작한다.	0
어떤 방향을 나타내는 것이 아니라 일의 시발점을 나타낸다.	0
자기가 현재 거처하는 곳이 북쪽과 관련 있다.	0
어떤 일에 대한 갈림길에 서 있음을 뜻한다.	0
현재 거주하는 곳이나 출생지에서 사건이 생긴다.	0
여러 가지 일을 다재 다능하게 이끌어 나간다.	0
꽃이나 동물, 황금, 빛, 광선 등을 일반적으로 뜻한다.	0
각별한 상징적 이미지를 나타내기 위해서 표상 된 것이다.	0
하는 일마다 방해자가 나타나 괴롭히며, 심지어는 계약 된 것도 해약되는 경우가 있다.	0
일을 하더라도 결과가 의욕을 따르지 못하거나, 질병에 걸리기 쉽다.	0
과격한 운동을 하다 빈혈증세 등으로 다칠 염려가 있다.	0
전공과 뒤떨어진 일거리가 전부 처리하지 못할 만큼 많이 생긴다.	0
오래 끌어오던 케케묵은 일거리를 해결하게 된다.	0
외교적인 일과 관련해서 정도의 차이는 있지만, 자신이 직접 개입하게 된다.	0
생애 최고의 명예가 될 일에 관계하거나, 자신이 직접 그러한 상을 수상하게 된다.	0
어떤 사람에게 맹세할 일이나 굴복할 일이 생긴다.	0
자신이 어떤 일을 계획하든 반대하는 사람이 없다.	0
어떤 사람과 동업할 일이 생기거나 어떤 형태로든 재물이 불어난다.	0
언제 해결될지도 모르던 묵은 일, 또는 포기하고 있던 일을 다시 시작하게 된다.	0
남의 일에 간섭을 해 눈총을 받지만, 금전적으로는 큰 이익을 본다.	0
계획하고 있던 일이 좌절되어 크게 실망하거나, 불쾌한 일과 접하게 된다.	0
평소에 존경하거나 짝사랑하던 사람과 급속도로 가까워질 기회가 생긴다.	0
한꺼번에 두 가지의 일을 성취시키며, 실업자에겐 여러 곳에서 취직을 알선해준다.	0
신앙에 의지할 일이 생기거나 그 방면의 학문에 심취한다.	0
어떤 일을 하든 미수에 그치게 되고 그로 인한 불쾌감에서 벗어나지 못한다.	0
자기에게 주어진 일에 대해서는 강압적으로라도 성취시키나, 큰 만족감은 맛보지 못해 심적 고통을 받는다.	0
대인관계나 직업, 기타의 자기와 관계된 일에 불만족을 조금도 느끼지 않게 된다.	0
어떤 일을 하는데 순리를 벗어나긴 해도 결과는 만족을 얻는다.	0
술을 마시면서 해야 할 상담거리가 생기거나, 자신의 하는 일에 여러 사람이 참견하게 된다.	0
유치한 일이나 아무도 거들떠보지 않는 하찮은 일에 신경 쓸 일이 생긴다.	0
남이 하는 일에 관여해서 창피를 당하게 된다.	0
사람이 죽었을 때 천으로 사람을 덮는 것과 같이 여러 가지 좋지 않은 일에 휘말린다.	0
꿈속에 보였던 그 사람이 실지로 집을 찾아오게 된다.	0
운세가 열려서 재물을 얻거나, 진급을 하게 된다.	0
자기가 시키는 대로 순순히 응해줄 사람을 만나거나, 누구든지 해낼 수 있는 일거리를 하청 받게 된다.	0
상급기관이나 정부기관에 청원할 일이 생기거나, 여자에 대해 생각할 일도 발생한다.	0
사업상의 일로 남이 소유하고 있는 사업장을 방문하거나, 재정상태 등을 조사할 일이 생긴다.	0
사업이나 기타 여러 가지 경쟁에서 승리한다.	0
전혀 알지 못하는 사람이 접근해 피해를 주고 자신도 모르는 사이에 사라진다.	0
어떤 사건에 연루되어 죄를 뒤집어쓰거나, 자유가 구속되는 등 일신상에 문제가 발생한다.	0
쉽게 처리할 수 있는 일에 손을 대지만 시간이 갈수록 어려워진다.	0
신원조회를 받거나 불심검문을 받는다.	0
무슨 일을 하든 남에게 인정을 받지 못한다.	0
사업상의 일 등으로 사람을 만나 논쟁할 일이 생긴다.	0
어떤 일이든 순조롭게 진행되며, 시험칠 일이 있으면 무난히 합격한다.	0
시험에 떨어져 슬퍼했던 꿈과 똑같은 결과에 직면한다.	0
시험을 치르면 수석을 하거나 우수한 성적으로 합격하게 된다.	0
계획했던 일을 시작하며, 쉽게 이루어지고 취직 운도 트인다.	0
수석으로 합격하게 된다.	0
실질적으로 많은 말을 해야 할 일이 생긴다.	0
가까운 사람이 동거 생활에 들어갔다는 사실을 알게 된다.	0
큰 사업을 시작해도 잘 풀리지 않아 도산의 위기에 처하게 된다.	0
사람의 입을 통해서나 우편물 등으로 획기적인 사실을 알게 된다.	0
자신의 계획에 동조해 줄 사람이 많아서 무슨 일을 하든 무난히 처리된다.	0
세상 사람들이 크게 놀랄만한 일을 혼자서 쉽게 처리한다.	0
어느 사업장에서 임시직원으로 일해 달라는 부탁을 받는다.	0
정부기관의 개입에 의하여 자신이 하고 있는 일이 발전한다.	0
사악한 꼬임에 빠지거나, 질병에 걸릴 염려가 있다.	0
모든 생활에서 원만하여 어려움이 없고, 하는 일도 실패가 거의 없다.	0
잔잔하던 생활에 갑작스레 변화가 생기거나, 관공서로부터 간섭을 받는다.	0
자신의 직권을 이용하여 잘못된 일을 옳다고 우길 일이 생긴다.	0
주어진 일을 열심히 하지만 아무 보람도 못 느낀다.	0
위법성을 띤 일에 손을 대게 되어 정부기관에 해를 끼치게 된다.	0
실직이나 파산, 파혼 직전에 사건이 호전되어 제 위치를 찾는다.	0
모든 일을 대하고 행함에 있어 꿈속에서 날아오른 높이에 비례해서 그만큼 호전된다.	0
방해자가 나타나 사업을 방해하거나, 질병에 걸릴 염려가 있다.	0
남에게 공개해서는 안될 일을 하게 되고 어느 누가 접근 해도 공개하지 않는다.	0
임신 하거나 사업이 번창하고 재물이 생긴다.	0
자신의 능력으로는 해결하기 어려운 일을 떠맡게 된다.	0
사업체가 도산 위기에 처하거나, 절망감을 해소할 방법이 없다.	0
협조자가 나타나거나 재물이나 권리를 부여 받는다.	0
무엇인가를 얻은 꿈과 반대의 현상이 일어난다.	0
자신의 무능력을 자기가 체험하게 되어 절망감에 빠진다.	0
능력을 남에게 과시할 일이 생기거나, 중요하게 간직했던 비밀을 누군가에게 털어놓는다.	0
여러 사람 앞에서 망신당할 일이 생긴다.	0
급하게 처리할 일이 있으나 마음만 급할 뿐 뜻대로 되지 않는다.	0
시험에 수석으로 합격하거나 지금까지 깨닫지 못하던 것을 알게 된다.	0
꿈속의 작업진도에 비례해서 사업의 진전도 있다.	0
여유 있는 돈이 생겨 저축하거나, 묵묵히 맡은 일을 하는 가운데 자신도 모르는 사이에 공적이 쌓인다.	0
여유 있는 돈이 생겨 저축을 하거나, 묵묵히 맡은 일을 하는 가운데 자신도 모르는 사이에 공적이 쌓인다.	0
의문스러웠던 일을 속 시원히 알게 되거나, 정신적으로 큰 타격을 받을 일이 생긴다.	0
이사를 하거나 직장에서 인사이동을 경험하게 된다.	0
여러 가지 걱정거리가 한꺼번에 엉켜 헤어나갈 길이 막막하다.	0
사업의 진로를 바꾸거나 소망하던 것이 성사 된다.	0
참고 있던 울분을 토해낼 일이 있거나 좋지 않던 감정을 풀 일이 생긴다.	0
어떤 압력에 의해 자신의 의견을 주장하지 못하거나 사건에 깊게 말려든다.	0
자신 이외의 어느 누가 일을 해도 마음에 들지 않으나 결과를 보고는 크게 만족한다.	0
자신 이외의 어느 누가 일을 해도 마음에 들지 않지만, 결과를 보고는 크게 만족한다.	0
무슨 일을 하든 자신이 주장을 내세우며 과감하게 잘못된 점을 수정한다.	0
쌓였던 감정을 폭발 시킬 일이 있으며 대인관계에서 상대방을 제압하여 승리감을 맛본다.	0
군중이라 할 수 있을 정도로 많은 사람들이 자신이 한 일에 대해 감탄하게 된다.	0
해결책이 없다고 포기했던 일이 해결되고 걱정거리가 전부 없어진다.	0
많은 사람들이 일을 방해하거나 의견에 찬성하지 않는다.	0
무슨 일을 하든 만족감을 얻을 수 있고 정신적으로 평화로움을 만끽한다.	0
하루 종일 불만스러운 일만 발생하여 피로에 지친다.	0
자신은 만족스러운 일을 해놓고 여유 만만해 하지만 누구 한 사람 치하하지 않는다.	0
유명인사에게 뇌물을 주고 청탁하면 자신이 바라는 성과를 얻을 수 있다.	0
반성해야 할 행동을 하거나 어떤 일로 인하여 심한 양심의 가책을 받는다.	0
자신의 일에 대해 불만이 누적되거나 시비 거리가 생기기 쉽다.	0
강자의 비위를 맞추며 도움을 기대하게 된다.	0
소망하던 것이 쉽게 이루어지고 명예와 권세도 뒤따른다.	0
어떤 형태로든 바라던 것이 성사 된다.	0
자신의 지위나 위치가 향상되고, 하급 사람들에게 존경을 받는다.	0
부진했던 사업은 활기를 되찾으나, 그 진행 속도가 한없이 느리고 고달프다.	0
사랑하던 사람과 헤어지게 되거나, 희망이 사라지고 질병 등 육체적인 시달림을 받는다.	0
해결할 수 없던 일로 고민하고 있는데, 뜻하지 않는 협조자가 나타나서 해결해 준다.	0
누군가의 모함에 빠져 곤욕을 치르지만 이내 결백함이 증명된다.	0
직장에 취직하거나, 많은 사람들이 자신을 과대평가 한다.	0
승진이 되거나 자기 사업과 관련이 있는 기관의 도움을 받아 승승장구 한다.	0
부도직전에 기사회생하거나, 구사일생이란 말을 인용할 일이 생긴다.	0
목적을 달성하는데 너무 험한 고통이 뒤따르며 그로 인해 끼니 걱정까지 하게 된다.	0
가깝게 지내던 사람이 꿈속의 소처럼 힘겨운 일에 부딪히지만, 자신의 힘으로 큰 도움을 주어서 몰락 직전에 구해준다.	0
어렵기만 하던 사업이 풀리기 시작하고, 좋은 아이디어로 새로운 사업 계획을 세운다.	0
평소 소망하던 것이 이루어지거나, 사업체도 크게 번창하게 된다.	0
대립돼 있던 감정이 풀리거나, 상대방과 서로 합의할 일이 생긴다.	0
어떤 단체나 개인에게 헌신적으로 봉사할 일이 생긴다.	0
내근에서 외근으로 부서를 바꾸거나 오지로 발령을 받는다.	0
자신과 직접, 간접으로 연결돼 있는 일의 매듭이 풀려 좋은 성과를 얻는다.	0
정부기관이나 단체의 도움을 받아 어렵게 여겨졌던 사업이 성공한다.	0
자신의 모든 걸 숨김없이, 송두리째 남에게 보여줄 일이 생긴다.	0
자신의 신원조회를 받게 되거나, 힘있는 사람에게 협조를 구하는 일이 있다.	0
매스컴에 자신의 의견을 피력하거나, 부하 직원들에게 많은 양의 일거리를 준다.	0
애인에게 자신의 사랑을 다시 한번 확인시켜 주게 된다.	0
계획을 세워놓았던 어떤 일이 결실을 맺는다.	0
어떤 사람의 내면을 깊숙이 관찰하거나, 자신의 운명을 생각해 볼 일이 있다.	0
이성과 육체적인 결합을 하거나, 총각, 처녀는 결혼 날짜를 잡는다.	0
정부 당국의 지시대로 따르지 않으면 큰 화를 면치 못하게 된다는 암시이다.	0
심복이 될만한 인물을 고용하거나, 상품을 탈 일이 생긴다.	0
부하 직원이나 자신을 따르는 사람들에게 어떤 일을 구분하여 시키게 된다.	0
평소 존경하던 사람이 시키는 일을 아무런 불평불만 없이 처리한다.	0
직장이나 가정이 안정을 찾지 못하고, 한동안 그에 따른 고통을 당하게 된다.	0
목표달성에 돌입한 사업이 좌절되어 오랫동안 심한 고통에 시달린다.	0
어떤 일을 성사시키려고 노력하면 그 노력에 비례해서 이득이 생기고, 이성 문제도 원활한 상태를 유지할 수 있다.	0
꿈속의 실제 인물이나 아니면 그 주위의 인물로부터 극적인 도움을 받는다.	0
자신과 직, 간접으로 연결된 일들에 커다란 변화가 있거나, 많은 사람들이 부러워할 일을 시작하게 된다.	0
자신이 이룩한 일이 오랫동안 남들의 머리 속에 남는다.	0
자신이 하는 일의 순서가 바뀌게 되거나, 직장에서 선배를 젖히고 자신이 먼저 승진하게 된다.	0
잘못이 없는데도 몰매를 맞거나, 여러 사람들에게 공격 당하게 된다.	0
꿈속에서와 마찬가지로 남으로부터 도움을 받는다.	0
누군가의 건의나 의견을 묵살하면, 그로 인해 큰 피해를 입는다.	0
어느 누구의 도움 없이 혼자서 처리해야 할 일이 생겨 심한 외로움을 느낀다.	0
누구의 도움도 없이 혼자 처리해야 할 일이 생겨 심한 외로움을 느끼게 된다.	0
부실하던 사업이 남의 참여로 인하여 호기를 띠기 시작한다.	0
무슨 일을 하던 실패와 고통이 뒤따르며 심한 좌절감을 맛본다.	0
미궁에 빠진 사건을 통쾌하게 처리하거나, 임산부는 유산할 가능성이 많다.	0
처리하기 힘든 일에 방해자가 나타나더라도 결국은 무난히 성공한다.	0
방해자가 스스로 물러나거나, 근심걱정이 없어지게 된다.	0
자신이 처리해야 할 일거리가 다른 사람에 의해서 이루어진다.	0
한 가지 방법으로 두 가지 일이 성사된다.	0
열심히 작업하더라도 뒤처리가 깨끗하지 못해 사람들에게 비난을 받는다.	0
어떤 일을 하든 시작부터 마무리까지 완벽하게 처리한다.	0
어떤 일을 맡아 정신적, 육체적 고통만 뒤따를 뿐 노력한 만큼의 대가를 받지 못한다.	0
어떤 일을 처리하는데 과학적이고 분석적인 기술을 도입해 모두가 놀랄만한 성과를 이룬다.	0
여러 계통에서 많은 일을 받아 모두 순조롭게 처리하는데, 한가지가 해결되지 않아 고통을 감당하게 된다.	0
자신의 사업체나 직장이 자신으로 말미암아 크게 번창한다.	0
소원하던 것을 얻을 수 있고, 출품했던 작품 등이 입선하는 기쁨이 있다.	0
마무리가 됐다고 생각했던 일에 하자가 생겨 물질적, 정신적, 손해를 입는다.	0
어떤 일이 자기가 계획한 대로 잘 진행 되거나, 자신의 의견에 반대하는 사람이 없다.	0
이사를 하거나, 직장에서 직책의 변동이 생긴다.	0
자신이 하고자 하는 일에 헌신적으로 따라줄 사람을 만난다.	0
어떤 일을 하든 불안감에 싸이며, 결국 그 일로 인하여 커다란 패배감을 경험한다.	0
순조롭게 진행되던 일에 어떤 방해가 생겨 어렵게 진행 된다.	0
연구 등 어렵고 복잡한 일에 관심을 갖고 몰두하게 된다.	0
동업자나 함께 일해야 할 사람과 결별하게 된다.	0
벌려놓았던 일이 종결되거나 더 이상 할 일이 없어지게 된다.	0
부담을 갖고 있던 일이 해소되거나, 그 일을 자기 일처럼 처리해줄 사람이 출현한다.	0
상급 기관에 부탁했던 일이 잘 성사되지 않아 애를 태운다.	0
원했던 일이 이루어지거나, 승진을 하며 만사형통 하게 된다.	0
오가던 혼담이 성사되거나, 큰 이익을 얻을 수 있는 일거리를 맡게 된다.	0
진행되던 일이나 계획이 더 이상 발전 없이 중도에서 그치게 된다.	0
급하게 처리해야 할 일이 생기거나, 초조해 하고 고통스러운 일이 뒤따른다.	0
순조롭게 진행되던 일에 불행이 닥쳐 도중에서 중단한다.	0
혼자만 알고 있는 비밀을 다른 사람들이 알려고 애쓴다.	0
현재 진행하는 일에 계획 외의 변화가 생기거나, 운세에 기복이 발생한다.	0
승진 등의 일로 직장에서 자리 변동이 생긴다.	0
시행하는 일마다 고통이 뒤따르며, 생각지도 못한 나쁜 일이 생기게 된다.	0
앓고 있는 환자는 병원에 오래 입원하게 되며, 사업가는 사업에 전혀 발전이 없다.	0
누군가와 대립했던 감정이 풀리거나, 의견의 일치를 본다.	0
진행 중이던 일을 중단하고 원점에서부터 다시 시작해야 할 입장이 된다.	0
어떤 형태로든 자기와 인연을 맺을 사람들이 나타난다.	0
꿈속의 상대방에게 청탁할 일이 있어 청탁은 하지만, 그 후에 서로 불쾌한 감정이 생긴다.	0
정부나 권력이 있는 사람에게 개인적 혹은 단체를 위해서 도움을 청할 일이 생긴다.	0
주위 환경에 큰 변화가 생기기를 원하게 되고, 그것이 곧 현실로 나타난다.	0
불쾌감이나 불만, 불안감을 갖게 될 일이 생긴다.	0
정부기관이나 단체로부터 상을 받거나 아니면 부탁할 일이 생긴다.	0
권력층의 사람에게 부탁하면 반드시 들어준다는 암시이다.	0
자신의 발명품이나 개발품 등을 특허청 등에 제출해서 상표권 등을 따낼 수 있다.	0
국가에 이익이 되는 일을 하거나, 국가기관으로부터 위임장 등을 받는다.	0
어려움을 당하더라도 남의 도움을 받아 무난히 극복한다.	0
병이 더욱 악화되거나 운명의 날이 며칠 남지 않았음을 뜻한다.	0
형제나 연인, 사제 등의 도움을 받는다.	0
누군가에게 부탁했던 일이 성사되지 않는다.	0
꿈 속의 상대방에게 냉대 받을 일이 생긴다.	0
상대방이 향유하고 있는 인기나 권세 등이 자기 쪽으로 옮겨진다.	0
계약할 일이 생기면 자신에게 유리한 조건이 된다.	0
이 꿈을 유부녀가 꿨다면 결혼 전에 사랑했던 사람을 우연히 만난다.	0
두 개의 서로 다른 세력이 단합하거나, 원수처럼 지내던 사람과 화해한다.	0
직장이나 권력 등을 얻으면 오래도록 소유하게 된다.	0
자신이 어떤 의견을 내놓거나, 작품 등을 발표해도 사람들이 알아 주지 않는다.	0
진지한 회담에 참석하게 되고 그 회담이 장시간에 걸쳐 계속된다.	0
어떤 소문에 말려들거나 여러 사람의 입에 오르내리는 구설 수가 있다.	0
무슨 일에선가 큰 감동을 받을 일이 생긴다.	0
계약서 등의 증서를 꾸밀 일이 생긴다.	0
취직을 하게 되거나, 새로 시작해야 할 일 등이 생긴다.	0
